,Number,Caption,Like,URL
102,103,"Photo by @moisessaman | Shadad al Ali, the director of the Dhamar Museum in southwestern Yemen, stands among its ruins. He recalls arriving in the aftermath of the destruction and digging through the rubble with his bare hands. Destroyed in an air strike by the Saudi Arabian-led coalition in May 2015, the museum contained more than 12,000 archaeological objects, representing the history of an ancient center of Arab and Islamic culture.",67023,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/315006496_548256040447251_5081453246947547484_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=HEgFqo-VD1IAX_Rx-SR&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAz-ghoENrDFC5XQOWsEK_aM0JpxreY1nd_YmbLSCaJiA&oe=65D6DD60&_nc_sid=bc0c2c
103,104,"Photo by @gabrielegalimbertiphoto and Juri de Luca | Fossils of 
long-extinct creatures aren’t just for museums—they’re in homes and businesses, as wealthy collectors indulge a controversial hobby. At the Hanging Gardens of Marqueyssac in France, communications officer Stéphanie Angleys cleans the display case of a 150-million-year-old allosaurus. Owned by French businessman Kléber Rossillon, the gardens are open to the public. Rossillon acquired the dinosaur—whose skull is among the best preserved in the world—in 2016, a few years after it was found in Wyoming (U.S.). Follow me @gabrielegalimbertiphoto for more stories. #dinosaur #fossil #extinct #dinosaurskull",94713,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/315554570_532168748835837_6571053036739265817_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=REzmFFFJLJAAX-pSt8s&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBYX1NjpCSyqUlI03VsV2yMpzwfJZC-lLcJe4cC5afLMA&oe=65D804A9&_nc_sid=bc0c2c
104,105,"Photo by @iantehphotography | The trip was a grand adventure: a rickety train ride from Hanoi toward Lao Cai, near the China border, then a drive up into the picturesque paddy fields in Sapa, where I met up with farmers for a final trek into  cardamom plantations grown under the rainforest canopy. It was also a lesson in Vietnam’s recent environmental history: Black cardamom, thao qua, an essential spice in pho and other Vietnamese dishes, was first planted in the Hoang Lien Mountains in the 1990s as a replacement for opium, a banned crop that once helped prop up Indochina’s colonial economy. The area, known as Hoang Lien National Park, is a symbol of postwar Vietnam’s efforts to protect plant biodiversity. Hence this puzzle: How could a forest simultaneously be a haven for conservation and agricultural cash crop?

Over a few days of camping in the forest, we observe farmers harvesting cherry red pods of raw cardamom with machetes beside a stream. In the afternoons, they smoked the refrigerator-size piles under fire till they turned coffee brown, significantly reducing their weight for the hike back. On our return, we stop at this spot revealing a set of lush green peaks before we dip down into thick vegetation for the remainder of our walk home. Follow me on @iantehphotography to see more images and stories from around the world. 
#HoangLienMountains #Vietnam #BlackCardamom",96400,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/315131479_685889379517926_7128233359969722263_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=IGKaCOTdUhkAX_NZ_k8&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDiyt-ixHOfb147hkGJB7QGdMO0tJ1GVx65XUcn_YWwXw&oe=65D79D3E&_nc_sid=bc0c2c
105,106,"Photo by @amivitale | Lekupania is a Samburu animal whisperer, who cares for a host of species like elephants, gerenuks, kudo, warthogs, and so many more. Here, he reaches up to feed two orphaned giraffes in his care at the Reteti Elephant Sanctuary (@r.e.s.c.u.e). While known for its work with elephants, @r.e.s.c.u.e also helps care for other animals. I'm celebrating Reteti's 6th anniversary with Lekupania and the rest of the team this month. Follow @amivitale to learn more, including how to help. #giraffe #conservation #kenya #africa #babyanimals",179193,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/315642604_874852690172453_1948615964947518937_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=2o2sj2mSTtkAX_4NViq&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDeMQIBGzKrUtKSRwm7Lq1szYyx0W4SROuKmOvBjbLBsw&oe=65D73850&_nc_sid=bc0c2c
106,107,"Read the full story at the link in bio. 

We’ve added a billion people in just 12 years. The implications for the planet—and our own welfare—hinge on how we tackle climate change.

Photograph by Manjunath Kiran, AFP, Getty",542485,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/315435378_705854447634724_1779817594155654743_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=on3dEbDV1IEAX8ftso5&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD_lKig2rgNsEzhik_oNbTVKvehmdHoxTEaAzzPe9F01A&oe=65D6C9A5&_nc_sid=bc0c2c
107,108,"View the full list at the link in our bio.

Out of more than 2.2 million photos taken on assignment, 49 were selected as National Geographic’s Pictures of the Year.

Photograph by Arturo Rodríguez | Canary Islands, Spain. Armando Salazar, an emergency specialist in the Spanish military, steps across sizzling rock and carries a chunk of glowing lava on a pitchfork as he collects samples during a 2021 eruption at La Palma’s Cumbre Vieja volcanic ridge.",119892,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/315437543_467868062130217_5952583607675148724_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=zqKUuqERZM4AX-UQrYc&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC8fr0M1Lgh5g-NNfe9nWtuWBQQpcNPtkve5y2eKg_Qsw&oe=65D67680&_nc_sid=bc0c2c
108,109,"Photo by @joelsartore | Lorises, like this greater slow loris, are the only existing venomous primate species in the world. Their venom is produced when secretions from a gland on their elbow mix with their saliva, which is then delivered into the bloodstream of their victims by razor-sharp teeth. The potent mixture, a form of protection against parasites and predators, can cause swelling, anaphylactic shock, and in some cases even death. Photo taken @mnzoo. To see more species featured in the Photo Ark, follow me @joelsartore. #loris #slowloris #great #animal #mammal #venomous #primate #nocturnal #vulnerable #PhotoArk",170276,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/315459780_879601226725854_2835617032790896064_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=d9Rdx7ML6CQAX98OoIJ&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBGUyl7vH5cRg5ugbuPPw_x3NkyrQe6GhlHNpD896kVJg&oe=65D6512B&_nc_sid=bc0c2c
109,110,"Photo by @williamodaniels | In a gold mine in the Russian Far East, a leaky pipe created this frozen waterfall of muddy water, dusted with fresh snow. I took this photograph in 2015 for ""Train for the Forgotten,"" a National Geographic story on remote places along the Baikal-Amur Magistral (BAM) railway, which crosses Siberia and the east for more than 4,000 kilometers (2,500 mi). Follow me on @williamodaniels for more stories.",98947,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/315434357_212146077809708_7719090576741393289_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=79tpbG1rq3AAX_lbsTT&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBq21Zp3f5PU__cOzoNUIMsJQancSEf2KIQEv1HE1bmrA&oe=65D7D1DF&_nc_sid=bc0c2c
110,111,"Photo by @javier_aznar_photography | Sachatamia ilex is a glass frog with impressive, beautiful eyes. I observed a few individuals during my last visit to the Ecuadorian Chocó. Parental care is rare with this species, as with other glass frogs, and during the night, they can be found in the vegetation close to streams and rivers. Thanks to nonprofits such as @fundacion.jocotoco, this region of Ecuador and the animals that inhabit it have a chance to survive. Follow @javier_aznar_photography to see more weird-looking animals. #ecuador #frog #glassfrog #amphibians",233154,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/315862224_848650229623156_7043509909389895816_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=BNjYY3hcfCsAX9XBedh&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC18Pld_VoC2wMJeMGr2MwHKInwh_ef3nmkMYBN1HlGIg&oe=65D68EE3&_nc_sid=bc0c2c
111,112,"Read the full story at the link in bio.

The uncrewed mission, known as Artemis I, is a critical step in NASA’s campaign to return humans to the moon for the first time in more than 50 years.

Photograph by Dan Winters, National Geographic",114688,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/315664892_1342043793297777_1021755392578078532_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=RpkqZ3VAEg4AX_0Jt6d&edm=APU89FABAAAA&ccb=7-5&oh=00_AfA4edyKhCFg6b74cB85sukqvaWT9r1iVnPn-cm1NlF6ig&oe=65D7416B&_nc_sid=bc0c2c
112,113,"Photo by @rubensalgadoescudero | Cristobal Cespedes Lorenzo, 51, ferries coconuts across the river to his home in Copala, on the coast of Mexico's state of Guerrero. Cristobal and Francisco Manzanares Cagua (in the water), 16, sell their pickings to a company that makes coconut butter and oil.
This image is part of Solar Portraits, my ongoing project focused on the lack of electricity access around the world and the impact of solar power on different communities. Follow me on @rubensalgadoescudero to see the world through my lens. #solar #Mexico #solarportraits #solarpanels #solarpower",87297,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/315609102_443803234497181_6603521814241049297_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=aCWgmTR_GbMAX9vvGL7&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC2wkblMhyQv6MQKa3wj99D3q5CetzdDGrsfcnlXWJilQ&oe=65D7476C&_nc_sid=bc0c2c
113,114,"View the full list at the link in bio.

Go behind the scenes with five Nat Geo Photographers who crisscrossed the world.

Photograph by Kiliii Yüyan, National Geographic",74581,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/315995988_454066513327696_6481089352823220902_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=qCEELg0e1ukAX8eEZqR&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDwCo8RsJfHkTTTRMz-e3YPSvu1CAphqVDqG5IVlCCm3g&oe=65D71C49&_nc_sid=bc0c2c
114,115,"Photo by @erintrieb | A women’s rights activist (who is not named for her protection) puts on makeup at her apartment in Kabul. She shares a flat with two other single women, which is viewed as unacceptable in Afghan society. Most landlords in Afghanistan will not rent a home to a single woman. 

Though they are relatively few, single women who choose to have female roommates or live alone are often harassed by their neighbors, threatened, or forced to vacate their apartments, accused of being prostitutes. The woman pictured here has since fled Afghanistan, stating she’s received death threats from the Taliban. She hopes to immigrate to the U.S. or Europe but struggles to find visa opportunities. For more stories on Afghanistan follow @erintrieb.",58850,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/316057559_680776783402480_1611773490532015272_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=zvqIWmPchR0AX9lx87q&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCvXncaRpAV-yesEfZiBYf0Ao2bL8I_LGAjhE_HU1NBWA&oe=65D62D4B&_nc_sid=bc0c2c
115,116,"Photo by Muhammed Muheisen @mmuheisen | Migrating storks gather at Devegeçidi Dam in Diyarbakir, Türkiye. For more photos and videos from different parts of the world, follow me @mmuheisen and @mmuheisenpublic. #MuhammedMuheisen #Kayapinar #Türkiye",100728,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/315978729_445623807646099_1348076375193527021_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=_80xSHHE9p4AX95Qf_2&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBrHH4YXOXJE_xLKhYiAcVR_r-oJXCat6Ftg4l22nFN3w&oe=65D71552&_nc_sid=bc0c2c
116,117,"Photo by @paoloverzone | Until recently, many treasures from King Tutankhamun’s tomb, including this figurine, or shabti, were kept at the cramped Egyptian Museum in Cairo, which opened in 1902. Artifacts long hidden in storage will be displayed at the new Grand Egyptian Museum in Giza, some for the first time.
Read the full story at the link in bio and follow @paoloverzone for more images and stories.",115561,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/316356186_153045840781994_7929521677286404955_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=NXjpW5HHa-UAX_1GX5s&edm=APU89FABAAAA&ccb=7-5&oh=00_AfB3h1TECjij3b9O6wqaoH22VuLK0C4zIbOxcFtB6MPxAA&oe=65D7CCCA&_nc_sid=bc0c2c
117,118,"Photo by Michaela Skovranova @mishkusk | The eastern gray kangaroo, found in Australia's southeastern state of Victoria, can often be seen in grasslands and shrubs—or hopping through a golf course, grazing during dusk and dawn. They are widespread, and in some areas, they can become overabundant and cause damage to farmland and properties. Protecting natural habitat and fostering an environment where native vegetation can thrive helps create safe areas for them and may keep them away from populated areas. #Nature #Wildlife #Kangaroo #Macropod #Wurundjeri #YarraValley #Victoria",108332,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/316120022_136400959200084_8265045105712011489_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=5yHRVuUp6ccAX-Tc2RF&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAcXE38-opHb8LZ4NZUnlBh2zGhjwCIVV2G2p0kJ0Nu5A&oe=65D751A2&_nc_sid=bc0c2c
118,119,"Photo by @gabrielegalimbertiphoto and Juri De Luca | Fossils of long-extinct creatures aren’t just for museums. Today they’re in homes and businesses, as wealthy collectors indulge in a controversial hobby. Here, 11-year-old Luke Phipps sits atop a Triceratops fossil—still in a plaster “jacket” used for carefully transporting a fossil from the field to a lab—with Chris Morrow, owner of CK Preparations, a commercial fossil company in Montana. Luke found the fossil while digging with his father, Clayton Phipps, a rancher and amateur paleontologist known as the dinosaur cowboy. #dinosaurs #dino #dinosaur #collection #triceratops",195296,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/316242900_194772863065071_1185504836533765943_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=gV_UTD4cnRwAX9twTWz&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCZk4FXPwWbTmf7dlf6OgFq5D3vitIHaJefsCqaArDDIw&oe=65D77477&_nc_sid=bc0c2c
119,120,"Photo by Keith Ladzinski @ladzinski | The fastest land animal on Earth and a masterful hunter, cheetahs can hit speeds on flat ground that exceed 60 mph. Even so, the success rate for their hunts is just shy of 60%. I photographed this one in the Masai Mara—it speaks volumes about life in the wild.",508652,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/316467305_379254304365897_2436248569472381158_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=6sWpQBXDz9oAX-dDSwF&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDUL-gt9eYcM9ef0RvrVh8hrA9jrbQUxtG1VVOvwKzC4g&oe=65D7D8CD&_nc_sid=bc0c2c
120,121,"Read the full story at the link in bio. 

Astronauts in spacesuits navigated a lava-covered landscape to test the tools and procedures needed for real lunar missions.

Photograph by Dan Winters, National Geographic",50803,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/316428590_801757924230011_5292914126217535889_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=iYzAO0zA9_IAX-dEXnT&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDVfw9CikdfTdb_IAunZMXI2UeI_S1wEmN_Fg8iLCq5UQ&oe=65D814AE&_nc_sid=bc0c2c
121,122,"Photo by @javier_aznar_photography | In the highlands of Ecuador live one of the most emblematic mammals of the Andes, the vicuña. This herbivore has adapted to the region’s high altitude, serving as important seed dispersers in the nutrient cycle and, through its dung, fertilizers of soil. Its population is now stable in Ecuador, but in the past, it had disappeared from the wild and was reintroduced with animals from Peru, Bolivia, and Chile. The vicuña belongs to the same genus as the alpaca, but the former is still wild while the latter has been domesticated. 

Follow me @javier_aznar_photography for more images and stories about Ecuador. #ecuador #vicuna #wildlife",174187,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/316601538_700728757981052_7212991781982506288_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=D_0ak2nBMykAX8NA616&edm=APU89FABAAAA&ccb=7-5&oh=00_AfB3J5QEaYA26OSGhAGkE0ljmYGME9ijJdk9dvHP7LwWqg&oe=65D6B951&_nc_sid=bc0c2c
122,123,"Photo by @estherhorvath | Some 400,000 specimens from German citizens, collected over four decades and stored in an old military bunker,  trace the rise—and sometimes the fall—of chemical pollutants in an industrial country. 

At the German Environmental Specimen Bank, Dominik Lermen stands among cryo-storage tanks that hold thousands of vials of blood and urine. Lerman leads the team that collects samples from volunteers every year and stores them here on behalf of the German Environment Agency. 

It's part of a federal ministry's effort to “to systematically monitor and analyze human exposure to chemicals like lead, mercury, plasticizers, and others,” Lermen says. The project traces which substances have  accumulated at potentially dangerous levels, and considers whether bans and regulations of some of those substances have been effective. Read the full story at the link in bio.",45137,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/316913333_488468433260534_136116925307750513_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=43IdAHw8e3oAX-Pr0ov&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAFJUbcDlgUQt_kPFOW59rmujG5MSyUmJe4_T-pudBy0g&oe=65D63377&_nc_sid=bc0c2c
123,124,"Photo by @stephenwilkes | I was recently in British Columbia, on Chilko Lake, the traditional territory of the Xeni Gwet’in First Nations, scouting for a new photography site, when we witnessed a mother and a few grizzly bear cubs playing and gorging on what looked like a limitless supply of salmon. In the fall, millions of salmon return to the lake to spawn at the Chilko River's mouth, creating an incredibly rich food source for the bears. I’m looking forward to sharing more images from this remarkable experience. Special thanks to the incredible team @bear.camp for the amazing support. To see more from my travels near and far follow me @stephenwilkes @insidenatgeo. #bc #bears #canada #natgeo #chilkolake",152988,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/316698360_468122388780708_6719943429107257970_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=7NnnA-tvw6oAX_N7GzC&edm=APU89FABAAAA&ccb=7-5&oh=00_AfB8et-qnRjI4jNJE65lygh81sbh2HqwVUCZdRyAuAjLqA&oe=65D6C025&_nc_sid=bc0c2c
124,125,"Photo by Robbie Shone @shonephoto | Drunken Forest is a cave in Mulu National Park on the Malaysian island of Borneo. It was discovered in 1984 on an expedition led by the British. There is something unusual about Drunken Forest, as you can see. In certain parts of the cave, the stalagmites lean. On first impression, they look like they were formed at an angle, but that's not the case. It's thought that an earthquake many years ago tilted the stalagmites. Here, researchers Gina Moseley from the University of Innsbruck and Nele Meckler of Bergen University take a drip-water sample from a stalagmite.",57013,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/316668227_667480844816614_6144786202012612435_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=lXGNwL1VRD0AX_Iz2Cg&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCkbMIEx1-EbY2XCbkN-cUMczZx4oO943myCUN-C-sZ2w&oe=65D6F4CD&_nc_sid=bc0c2c
125,126,"Read the full story at the link in bio. 

Increasing your intake of zinc and vitamins C and D during winter isn’t a magic bullet. Here’s what the science says about the most commonly touted interventions.

Photograph by Pete Muller, Nat Geo Image Collection",55088,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/316896304_994283501528166_4851598497879152840_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=APeadQjy9OUAX9SqITG&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAqMnhxCdIJfB22nS4SaIWzLew6F3POyo05JffUEwrXcQ&oe=65D6653F&_nc_sid=bc0c2c
126,127,"Photo by @sarahyltonphoto | In a remote region of northern Ontario, Canada, Ana Moonias plays on land belonging to the Neskantaga First Nation while her family is off hunting partridge. Neskantaga is connected only by air from Thunder Bay or by ice roads—frozen rivers and waterways that are maintained for winter travel. The region is located near the ""ring of fire,"" an area known to be rich in deposits of copper, platinum, chromite, and nickel—resources the Ontario government is eager to capitalize on. For more on this and other stories, follow me @sarahyltonphoto. #Canada #Indigenous #environment",82845,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/316746319_515875400457559_1935009575792207391_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=TfkPySpdUX0AX83QaqG&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCO_6xYO5RmvJQClCLoRZrKuPzHvqnrPHU9fpUoKqvLog&oe=65D6794D&_nc_sid=bc0c2c
127,128,"Photo by @sofia_jaramillo5 | Idaho is the 14th largest state by total area and has more than 25,000 farms that account for nearly 20 percent of the state’s economic output, including potatoes, wheat, sugar beets, and more. When I drive around my home in southeast Idaho, I love seeing the juxtaposition of the fall leaves and the farmers gathering their crops after a long summer. For more images from Idaho and around the world, follow me @sofia_jaramillo5. #farming #agriculture #idaho",69761,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/316879558_1197777034495500_458395712857672056_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=d4WL1ymBHk8AX-W432y&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCuGNusxwcyxyd87EYToHhAGRIQ2h6Gj2wlylBI3R55mw&oe=65D65CA3&_nc_sid=bc0c2c
128,129,"Photo by @joelsartore | Native to Madagascar, tomato frogs belong to a variety of habitats across the northeastern part of the island. They've been found to adapt well to urban environments and are spotted in drainage ditches and on farmland as often as they're seen within rainforests. Their only “must-haves” include places to burrow and slow-moving or stagnant water where they can lay their eggs. Photo taken @theomahazoo. To see more species featured in the Photo Ark, follow me @joelsartore. #frog #tomato #tomatofrog #amphibian #animal #wildlife #animalphotography #wildlifephotography #studioportrait #PhotoArk",119709,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/316885490_228472306176252_1870977469730882378_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=ey2_Ue5iGKwAX_reaNH&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDQyk_Pmej9MphGPKXHZmavHvyTg2NiB1FGt6X9ES1GNA&oe=65D62B97&_nc_sid=bc0c2c
129,130,"Read the full story at the link in bio. 

The Shawnee chief devoted his life to protecting ancestral lands. In death, he morphed into a legendary figure for Indigenous people and settlers alike.

Image by Erin Blakemore",134347,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/316764358_516599643724524_6268030654197928960_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=VM67nzNOVXUAX-HPlv-&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBO5wugWykLZ4NO37auzSe6MoTP5xPkGbCx9COtuRGxGQ&oe=65D7197F&_nc_sid=bc0c2c
130,131,"Photo by Orsolya Haarberg @fjellheimengalleri | October snow covers mountaintops in Norway’s Rondane National Park, creating islands of winter. Please follow @fjellheimengalleri for more images, primarily from the Nordic countries.
#landscapephotography #Rondane #Norway #autumn #autumnsnow #fjell",84282,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/317081744_664737995106197_3303793130699724707_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=XXVPEmRD2ukAX8kieuu&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD1GJmgb15QzB4mZmMwA3tlhCJ11DBt4j3KS7nZWhyQpA&oe=65D76833&_nc_sid=bc0c2c
131,132,"Photo by @paoloverzone | At the Egyptian Museum in Cairo, Salima Ikram examines a tiny coffin made for a mummified shrew. “For the ancient Egyptians, no animal was too small to be ignored,” says the professor of Egyptology at the American University in Cairo, “and each occupied a very particular place in the cosmos.”

Read the full story at the link in bio and follow @paoloverzone for more images and stories.",55618,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/316866260_1104114340226345_6172289267499647163_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=SQHJJCd1LgUAX-o1M47&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDosAaTna3XiXFr39zCCfzBzHyF249oUEq6wdLdikMN8A&oe=65D67F0B&_nc_sid=bc0c2c
132,133,"Photo by @gerdludwig | Visible from the 75th floor of Abu Dhabi Plaza—the tallest tower in Astana, Kazakhstan—an expanse of grasslands surrounds the glistening city. With its unique location on the world’s largest steppe, Astana is susceptible to extreme weather, sometimes resulting in striking views.

Since 1997, this once small town has risen from a forsaken landscape and post-Soviet rubble, transforming into a futuristic city. After replacing Almaty as the country's capital, Astana grew from having 320,000 inhabitants to over 1.2 million.

Before restoring the capital's name to Astana earlier this year, President Kassym-Jomart Tokayev had renamed it Nursultan to honor outgoing Nursultan Nazarbayev, who announced his resignation in 2019 after serving as the first and only president of modern Kazakhstan for almost 30 years. Since its founding as a Russian military outpost in 1824, Astana has undergone several naming iterations—in fact, the city holds the Guinness World Record for most name changes.
#NurSultan #Astana #Kazakhstan",78205,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/317276167_2120939844765104_3235242438470991430_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=hFVHJaifi0UAX9THgsU&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDxUw81D4B2L1mhVicu0GZUZe9Ws4omyg2aaRmGcttqGw&oe=65D7697E&_nc_sid=bc0c2c
133,134,"Photo by @acacia.johnson | Inuit elder Peugatuk Ettuk’s dog team pulls a sledge across the sea ice near Arctic Bay, Nunavut. In this part of the eastern Canadian Arctic, the Inuit have used dog teams for travel and hunting for millennia. Although most people now rely on snowmobiles for transportation, Ettuk said he still preferred the companionship of his dogs—and pointed out that unlike snowmobiles, dog teams don’t break down.

Follow me at @acacia.johnson for more stories from the Arctic and beyond. #arctic #sleddogs #winter #nunavut #baffinisland",130206,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/317009477_1080270459332151_1176343531126757593_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=1yO_x5kTJQwAX-5cC-i&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAtRYwLY4Z-RFPc4DWW24-9QCUZh51PI9ZaksxOTl3VCA&oe=65D64E2B&_nc_sid=bc0c2c
